,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
Variables,All Items,Food,Food Excl Food Servicing Services,Bread & Cereals,Meat,Fish & Seafood,"Milk, Cheese & Eggs",Oils & Fats,Fruits,Vegetables,"Sugar, Preserves & Confectionery",Non-alcoholic Beverages,Other Food,Food Servicing Services,Restaurant Food,Fast Food,Hawker Food (Incl. Food Courts),Catered Food,Clothing & Footwear,Housing & Utilities,Accommodation,Fuel & Utilities,Household Durables And Services,Household Durables,Household Services & Supplies,Health Care,"Medical Products, Appliances & Equipment",Medical & Dental Treatment,Transport,Private Road Transport,Public Road Transport,Other Travel & Transport,Communication,Recreation & Culture,Recreation & Entertainment,"Newspapers, Books & Stationery",Holiday Expenses,Education,Tuition & Other Fees,School Textbooks & Related Study Guides,Miscellaneous Goods & Services,Personal Care,Alcoholic Drinks & Tobacco,Personal Effects,Other Miscellaneous Expenditure,All Items Less Imputed Rentals On Owner-occupied Accommodation,All Items Less Accommodation,MAS Core Inflation Measure
1961 Jan,24.665,23.995,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,54.921,23.391,na,na,33.118,na,na,19.863,na,na,20.319,na,na,na,87.887,51.022,na,na,na,17.211,na,na,19.146,na,na,na,na,na,na,na
1961 Feb,24.689,24.011,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,54.921,23.493,na,na,33.073,na,na,19.863,na,na,20.319,na,na,na,87.887,51.022,na,na,na,17.211,na,na,19.149,na,na,na,na,na,na,na
1961 Mar,24.709,24.058,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,54.965,23.391,na,na,33.447,na,na,19.863,na,na,20.319,na,na,na,87.887,51.022,na,na,na,17.211,na,na,19.142,na,na,na,na,na,na,na
1961 Apr,24.309,23.345,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,54.949,23.476,na,na,33.752,na,na,19.863,na,na,20.319,na,na,na,87.887,51.022,na,na,na,17.211,na,na,19.142,na,na,na,na,na,na,na
1961 May,24.174,23.118,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,54.68,23.545,na,na,33.577,na,na,19.863,na,na,20.319,na,na,na,87.887,51.022,na,na,na,17.211,na,na,19.126,na,na,na,na,na,na,na
1961 Jun,24.345,23.421,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,54.486,23.545,na,na,33.545,na,na,19.863,na,na,20.319,na,na,na,87.887,51.022,na,na,na,17.211,na,na,19.126,na,na,na,na,na,na,na
1961 Jul,24.398,23.511,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,54.684,23.545,na,na,33.265,na,na,19.863,na,na,20.319,na,na,na,87.887,51.022,na,na,na,17.211,na,na,19.126,na,na,na,na,na,na,na
1961 Aug,24.64,23.926,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,54.684,23.545,na,na,33.265,na,na,19.863,na,na,20.319,na,na,na,87.887,51.022,na,na,na,17.211,na,na,19.126,na,na,na,na,na,na,na
1961 Sep,24.516,23.712,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,54.626,23.545,na,na,33.26,na,na,19.863,na,na,20.319,na,na,na,87.887,51.022,na,na,na,17.211,na,na,19.142,na,na,na,na,na,na,na
1961 Oct,24.586,23.832,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,54.626,23.545,na,na,33.26,na,na,19.863,na,na,20.319,na,na,na,87.887,51.022,na,na,na,17.211,na,na,19.142,na,na,na,na,na,na,na
1961 Nov,24.645,23.93,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,54.498,23.582,na,na,33.26,na,na,19.863,na,na,20.319,na,na,na,87.887,51.022,na,na,na,17.211,na,na,19.142,na,na,na,na,na,na,na
1961 Dec,24.61,23.903,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,54.177,23.516,na,na,33.253,na,na,19.863,na,na,20.303,na,na,na,87.887,51.022,na,na,na,17.211,na,na,19.142,na,na,na,na,na,na,na
1962 Jan,24.766,24.11,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,54.921,23.582,na,na,33.385,na,na,19.967,na,na,20.303,na,na,na,87.887,51.022,na,na,na,17.275,na,na,19.142,na,na,na,na,na,na,na
1962 Feb,24.904,24.369,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,54.539,23.567,na,na,33.402,na,na,19.863,na,na,20.303,na,na,na,87.887,51.022,na,na,na,17.275,na,na,19.142,na,na,na,na,na,na,na
1962 Mar,24.548,23.777,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,54.422,23.516,na,na,33.371,na,na,19.863,na,na,20.303,na,na,na,87.887,51.022,na,na,na,17.275,na,na,19.142,na,na,na,na,na,na,na
1962 Apr,24.425,23.566,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,54.539,23.516,na,na,33.361,na,na,19.863,na,na,20.303,na,na,na,87.887,51.022,na,na,na,17.275,na,na,19.127,na,na,na,na,na,na,na
1962 May,24.449,23.56,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,54.539,23.713,na,na,33.345,na,na,19.863,na,na,20.303,na,na,na,87.887,51.022,na,na,na,17.275,na,na,19.127,na,na,na,na,na,na,na
1962 Jun,24.565,23.758,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,54.539,23.713,na,na,33.345,na,na,19.863,na,na,20.303,na,na,na,87.887,51.022,na,na,na,17.275,na,na,19.127,na,na,na,na,na,na,na
1962 Jul,24.623,23.859,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,54.466,23.713,na,na,33.371,na,na,19.863,na,na,20.303,na,na,na,87.887,51.022,na,na,na,17.275,na,na,19.127,na,na,na,na,na,na,na
1962 Aug,24.546,23.732,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,54.447,23.698,na,na,33.409,na,na,19.863,na,na,20.303,na,na,na,87.887,51.022,na,na,na,17.275,na,na,19.127,na,na,na,na,na,na,na
1962 Sep,24.647,23.916,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,54.181,23.698,na,na,33.396,na,na,19.863,na,na,20.303,na,na,na,87.887,51.022,na,na,na,17.275,na,na,19.127,na,na,na,na,na,na,na
1962 Oct,24.592,23.822,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,54.181,23.698,na,na,33.396,na,na,19.863,na,na,20.303,na,na,na,87.887,51.022,na,na,na,17.275,na,na,19.127,na,na,na,na,na,na,na
1962 Nov,24.751,24.092,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,54.181,23.706,na,na,33.409,na,na,19.863,na,na,20.303,na,na,na,87.887,51.022,na,na,na,17.275,na,na,19.127,na,na,na,na,na,na,na
1962 Dec,24.821,24.213,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,54.12,23.706,na,na,33.436,na,na,19.863,na,na,20.303,na,na,na,87.887,51.022,na,na,na,17.275,na,na,19.127,na,na,na,na,na,na,na
1963 Jan,25.297,25.032,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,54.136,23.637,na,na,32.669,na,na,19.863,na,na,20.303,na,na,na,87.887,51.022,na,na,na,17.834,na,na,19.127,na,na,na,na,na,na,na
1963 Feb,25.482,25.343,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,54.252,23.637,na,na,32.683,na,na,19.863,na,na,20.303,na,na,na,87.887,51.022,na,na,na,17.834,na,na,19.127,na,na,na,na,na,na,na
1963 Mar,25.004,24.535,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,54.064,23.637,na,na,32.683,na,na,19.863,na,na,20.303,na,na,na,87.887,51.022,na,na,na,17.834,na,na,19.127,na,na,na,na,na,na,na
1963 Apr,24.754,24.099,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,54.064,23.669,na,na,32.676,na,na,19.863,na,na,20.303,na,na,na,87.887,51.022,na,na,na,17.834,na,na,19.127,na,na,na,na,na,na,na
1963 May,24.88,24.312,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,54.136,23.666,na,na,32.683,na,na,19.863,na,na,20.303,na,na,na,87.887,51.022,na,na,na,17.834,na,na,19.127,na,na,na,na,na,na,na
1963 Jun,24.957,24.443,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,54.136,23.666,na,na,32.683,na,na,19.863,na,na,20.325,na,na,na,87.887,50.937,na,na,na,17.834,na,na,19.127,na,na,na,na,na,na,na
1963 Jul,24.888,24.324,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,54.136,23.666,na,na,32.733,na,na,19.863,na,na,20.325,na,na,na,87.887,50.937,na,na,na,17.834,na,na,19.127,na,na,na,na,na,na,na
1963 Aug,24.95,24.42,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,54.324,23.666,na,na,32.733,na,na,19.863,na,na,20.325,na,na,na,87.887,50.937,na,na,na,17.834,na,na,19.128,na,na,na,na,na,na,na
1963 Sep,25.06,24.595,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,54.523,23.681,na,na,32.745,na,na,19.863,na,na,20.325,na,na,na,87.887,50.937,na,na,na,17.834,na,na,19.13,na,na,na,na,na,na,na
1963 Oct,25.654,25.601,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,54.324,23.76,na,na,32.745,na,na,19.863,na,na,20.325,na,na,na,87.887,50.937,na,na,na,17.834,na,na,19.13,na,na,na,na,na,na,na
1963 Nov,25.467,25.256,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,54.324,23.877,na,na,32.714,na,na,19.863,na,na,20.309,na,na,na,87.887,50.937,na,na,na,17.834,na,na,19.131,na,na,na,na,na,na,na
1963 Dec,25.514,25.318,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,54.523,23.877,na,na,32.702,na,na,19.863,na,na,20.389,na,na,na,87.887,50.937,na,na,na,17.834,na,na,19.131,na,na,na,na,na,na,na
1964 Jan,25.67,25.614,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,54.565,23.877,na,na,32.671,na,na,19.863,na,na,20.389,na,na,na,87.887,51.022,na,na,na,18.026,na,na,18.945,na,na,na,na,na,na,na
1964 Feb,25.766,25.805,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,54.447,23.877,na,na,32.689,na,na,19.863,na,na,20.389,na,na,na,87.887,51.022,na,na,na,18.026,na,na,18.855,na,na,na,na,na,na,na
1964 Mar,25.673,25.635,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,54.447,23.928,na,na,32.671,na,na,19.863,na,na,20.389,na,na,na,87.887,51.022,na,na,na,18.026,na,na,18.855,na,na,na,na,na,na,na
1964 Apr,25.336,25.054,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,54.469,23.928,na,na,32.757,na,na,19.863,na,na,20.389,na,na,na,87.887,51.022,na,na,na,18.026,na,na,18.855,na,na,na,na,na,na,na
1964 May,25.34,25.083,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,54.528,23.829,na,na,32.757,na,na,19.863,na,na,20.389,na,na,na,87.887,51.022,na,na,na,18.026,na,na,18.853,na,na,na,na,na,na,na
1964 Jun,25.263,24.954,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,54.469,23.829,na,na,32.757,na,na,19.863,na,na,20.389,na,na,na,87.887,51.022,na,na,na,18.026,na,na,18.853,na,na,na,na,na,na,na
1964 Jul,25.384,25.154,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,54.587,23.829,na,na,32.757,na,na,19.863,na,na,20.389,na,na,na,87.887,51.022,na,na,na,18.026,na,na,18.856,na,na,na,na,na,na,na
1964 Aug,25.803,25.793,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,54.528,24.146,na,na,32.872,na,na,19.863,na,na,20.389,na,na,na,87.887,51.022,na,na,na,18.026,na,na,18.856,na,na,na,na,na,na,na
1964 Sep,25.734,25.606,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,54.587,24.421,na,na,32.872,na,na,19.863,na,na,20.389,na,na,na,87.887,51.022,na,na,na,18.026,na,na,18.856,na,na,na,na,na,na,na
1964 Oct,25.572,25.305,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,54.587,24.521,na,na,32.872,na,na,19.863,na,na,20.389,na,na,na,87.887,51.022,na,na,na,18.026,na,na,18.856,na,na,na,na,na,na,na
1964 Nov,25.557,25.201,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,54.716,24.736,na,na,32.872,na,na,19.863,na,na,20.389,na,na,na,131.831,51.022,na,na,na,18.026,na,na,18.856,na,na,na,na,na,na,na
1964 Dec,25.809,25.562,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,54.766,24.736,na,na,32.859,na,na,19.863,na,na,20.389,na,na,na,131.831,51.022,na,na,na,18.026,na,na,19.146,na,na,na,na,na,na,na
1965 Jan,25.871,25.68,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,55.079,24.736,na,na,32.859,na,na,19.863,na,na,20.389,na,na,na,131.831,51.022,na,na,na,17.609,na,na,19.143,na,na,na,na,na,na,na
1965 Feb,25.79,25.539,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,55.079,24.736,na,na,32.859,na,na,19.863,na,na,20.389,na,na,na,131.831,51.022,na,na,na,17.609,na,na,19.157,na,na,na,na,na,na,na
1965 Mar,25.619,25.283,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,54.857,24.625,na,na,32.859,na,na,19.863,na,na,20.389,na,na,na,131.831,51.022,na,na,na,17.609,na,na,19.159,na,na,na,na,na,na,na
1965 Apr,25.248,24.638,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,54.916,24.625,na,na,33.126,na,na,19.863,na,na,20.389,na,na,na,131.831,51.022,na,na,na,17.609,na,na,19.157,na,na,na,na,na,na,na
1965 May,25.447,24.984,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,54.805,24.625,na,na,33.126,na,na,19.863,na,na,20.389,na,na,na,131.831,51.022,na,na,na,17.609,na,na,19.153,na,na,na,na,na,na,na
1965 Jun,25.54,25.153,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,54.746,24.595,na,na,33.126,na,na,19.863,na,na,20.389,na,na,na,131.831,51.022,na,na,na,17.609,na,na,19.153,na,na,na,na,na,na,na
1965 Jul,25.383,24.885,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,54.537,24.595,na,na,33.324,na,na,19.863,na,na,20.389,na,na,na,131.831,51.022,na,na,na,17.609,na,na,19.163,na,na,na,na,na,na,na
1965 Aug,25.539,25.18,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,54.289,24.521,na,na,33.324,na,na,19.863,na,na,20.389,na,na,na,131.831,51.022,na,na,na,17.609,na,na,19.171,na,na,na,na,na,na,na
1965 Sep,25.622,25.336,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,54.338,24.444,na,na,33.437,na,na,19.863,na,na,20.389,na,na,na,131.831,51.022,na,na,na,17.609,na,na,19.171,na,na,na,na,na,na,na
1965 Oct,25.693,25.295,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,56.177,24.538,na,na,34.334,na,na,19.863,na,na,20.389,na,na,na,131.831,51.022,na,na,na,17.609,na,na,19.294,na,na,na,na,na,na,na
1965 Nov,25.876,25.525,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,56.975,24.512,na,na,35.255,na,na,19.863,na,na,20.389,na,na,na,131.831,51.022,na,na,na,17.609,na,na,19.407,na,na,na,na,na,na,na
1965 Dec,26.067,25.845,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,57.034,24.46,na,na,35.346,na,na,19.863,na,na,20.389,na,na,na,131.831,51.022,na,na,na,17.609,na,na,19.468,na,na,na,na,na,na,na
1966 Jan,26.383,26.349,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,56.291,24.529,na,na,35.363,na,na,19.863,na,na,20.389,na,na,na,131.831,51.022,na,na,na,18.168,na,na,19.549,na,na,na,na,na,na,na
1966 Feb,26.14,25.941,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,56.307,24.529,na,na,35.4,na,na,19.863,na,na,20.389,na,na,na,131.831,51.022,na,na,na,18.168,na,na,19.506,na,na,na,na,na,na,na
1966 Mar,25.932,25.591,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,56.329,24.497,na,na,35.432,na,na,19.863,na,na,20.389,na,na,na,131.831,51.022,na,na,na,18.168,na,na,19.506,na,na,na,na,na,na,na
1966 Apr,26.032,25.752,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,56.307,24.529,na,na,35.59,na,na,19.863,na,na,20.389,na,na,na,131.831,51.022,na,na,na,18.168,na,na,19.495,na,na,na,na,na,na,na
1966 May,25.979,25.728,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,56.366,24.225,na,na,35.882,na,na,19.863,na,na,20.389,na,na,na,131.831,51.022,na,na,na,18.168,na,na,19.483,na,na,na,na,na,na,na
1966 Jun,26.054,25.876,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,56.102,24.193,na,na,35.797,na,na,19.863,na,na,20.389,na,na,na,131.831,51.022,na,na,na,18.168,na,na,19.491,na,na,na,na,na,na,na
1966 Jul,26.149,26.031,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,56.014,24.225,na,na,35.91,na,na,19.863,na,na,20.389,na,na,na,131.831,51.022,na,na,na,18.168,na,na,19.495,na,na,na,na,na,na,na
1966 Aug,26.331,26.338,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,56.014,24.225,na,na,35.991,na,na,19.863,na,na,20.389,na,na,na,131.831,51.022,na,na,na,18.168,na,na,19.501,na,na,na,na,na,na,na
1966 Sep,26.173,26.06,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,56.014,24.225,na,na,36.198,na,na,19.863,na,na,20.389,na,na,na,131.831,51.022,na,na,na,18.168,na,na,19.511,na,na,na,na,na,na,na
1966 Oct,26.016,25.767,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,56.068,24.276,na,na,36.33,na,na,19.863,na,na,20.389,na,na,na,131.831,51.022,na,na,na,18.168,na,na,19.534,na,na,na,na,na,na,na
1966 Nov,26.277,26.031,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,56.068,24.982,na,na,36.46,na,na,19.863,na,na,20.412,na,na,na,131.831,51.022,na,na,na,18.168,na,na,19.551,na,na,na,na,na,na,na
1966 Dec,26.438,26.323,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,56.218,24.889,na,na,36.46,na,na,19.863,na,na,20.412,na,na,na,131.831,51.022,na,na,na,18.168,na,na,19.551,na,na,na,na,na,na,na
1967 Jan,26.839,26.987,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,56.277,24.889,na,na,37.165,na,na,19.863,na,na,20.412,na,na,na,131.831,51.022,na,na,na,17.843,na,na,19.623,na,na,na,na,na,na,na
1967 Feb,26.854,26.987,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,56.394,24.973,na,na,37.661,na,na,19.863,na,na,20.412,na,na,na,131.831,51.022,na,na,na,17.843,na,na,19.564,na,na,na,na,na,na,na
1967 Mar,26.717,26.764,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,56.336,24.941,na,na,37.702,na,na,19.863,na,na,20.412,na,na,na,131.831,51.022,na,na,na,17.843,na,na,19.553,na,na,na,na,na,na,na
1967 Apr,26.303,26.069,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,56.336,24.894,na,na,37.569,na,na,19.863,na,na,20.412,na,na,na,131.831,51.022,na,na,na,17.843,na,na,19.561,na,na,na,na,na,na,na
1967 May,26.539,26.422,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,56.336,25.1,na,na,37.512,na,na,19.863,na,na,20.412,na,na,na,131.831,51.022,na,na,na,17.843,na,na,19.572,na,na,na,na,na,na,na
1967 Jun,26.845,26.946,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,56.336,25.1,na,na,37.5,na,na,19.863,na,na,20.412,na,na,na,131.831,51.022,na,na,na,17.843,na,na,19.572,na,na,na,na,na,na,na
1967 Jul,27.216,27.53,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,56.336,25.068,na,na,39.113,na,na,19.863,na,na,20.412,na,na,na,131.831,51.022,na,na,na,17.843,na,na,19.617,na,na,na,na,na,na,na
1967 Aug,27.103,27.339,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,56.501,25.068,na,na,38.654,na,na,19.863,na,na,20.412,na,na,na,131.831,51.022,na,na,na,17.843,na,na,19.628,na,na,na,na,na,na,na
1967 Sep,27.312,27.696,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,56.114,25.132,na,na,38.701,na,na,19.863,na,na,20.412,na,na,na,131.831,51.022,na,na,na,17.843,na,na,19.632,na,na,na,na,na,na,na
1967 Oct,27.212,27.522,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,56.139,25.132,na,na,38.841,na,na,19.863,na,na,20.412,na,na,na,131.831,51.022,na,na,na,17.843,na,na,19.628,na,na,na,na,na,na,na
1967 Nov,27.466,27.936,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,56.166,25.198,na,na,38.846,na,na,19.863,na,na,20.412,na,na,na,131.831,51.022,na,na,na,17.843,na,na,19.638,na,na,na,na,na,na,na
1967 Dec,27.708,28.35,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,56.166,25.198,na,na,38.846,na,na,19.863,na,na,20.412,na,na,na,131.831,51.022,na,na,na,17.843,na,na,19.638,na,na,na,na,na,na,na
1968 Jan,27.727,28.363,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,56.653,25.245,na,na,38.823,na,na,19.967,na,na,20.412,na,na,na,131.831,51.022,na,na,na,17.563,na,na,19.647,na,na,na,na,na,na,na
1968 Feb,27.418,27.836,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,56.543,25.245,na,na,38.787,na,na,19.967,na,na,20.412,na,na,na,131.831,51.022,na,na,na,17.563,na,na,19.666,na,na,na,na,na,na,na
1968 Mar,27.32,27.668,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,56.525,25.198,na,na,38.741,na,na,19.967,na,na,20.412,na,na,na,131.831,51.022,na,na,na,17.563,na,na,19.725,na,na,na,na,na,na,na
1968 Apr,27.257,27.559,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,56.525,25.198,na,na,38.787,na,na,19.967,na,na,20.412,na,na,na,131.831,51.022,na,na,na,17.563,na,na,19.725,na,na,na,na,na,na,na
1968 May,26.967,26.824,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,56.525,25.348,na,na,38.851,na,na,19.967,na,na,20.412,na,na,na,131.831,51.022,na,na,na,17.563,na,na,20.579,na,na,na,na,na,na,na
1968 Jun,26.967,26.829,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,56.395,25.348,na,na,38.882,na,na,19.967,na,na,20.412,na,na,na,131.831,51.022,na,na,na,17.563,na,na,20.579,na,na,na,na,na,na,na
1968 Jul,27.104,27.048,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,56.408,25.333,na,na,39.113,na,na,19.967,na,na,20.412,na,na,na,131.831,51.022,na,na,na,17.563,na,na,20.627,na,na,na,na,na,na,na
1968 Aug,27.316,27.382,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,56.408,25.452,na,na,39.093,na,na,19.967,na,na,20.412,na,na,na,131.831,51.022,na,na,na,17.563,na,na,20.627,na,na,na,na,na,na,na
1968 Sep,27.155,27.102,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,56.496,25.452,na,na,39.117,na,na,19.967,na,na,20.412,na,na,na,131.831,51.022,na,na,na,17.563,na,na,20.628,na,na,na,na,na,na,na
1968 Oct,27.108,26.952,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,56.808,25.609,na,na,39.098,na,na,20.624,na,na,20.412,na,na,na,131.831,51.022,na,na,na,17.563,na,na,20.66,na,na,na,na,na,na,na
1968 Nov,27.038,26.835,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,56.901,25.594,na,na,38.986,na,na,20.624,na,na,20.412,na,na,na,131.831,51.022,na,na,na,17.563,na,na,20.66,na,na,na,na,na,na,na
1968 Dec,26.952,26.744,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,57.059,25.301,na,na,39.04,na,na,20.955,na,na,20.412,na,na,na,131.831,51.022,na,na,na,17.563,na,na,20.667,na,na,na,na,na,na,na
1969 Jan,26.978,26.659,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,57.414,25.637,na,na,38.553,na,na,21.839,na,na,20.455,na,na,na,131.831,51.022,na,na,na,17.934,na,na,20.697,na,na,na,na,na,na,na
1969 Feb,26.928,26.539,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,57.58,25.741,na,na,38.531,na,na,21.839,na,na,20.455,na,na,na,131.831,51.022,na,na,na,17.934,na,na,20.7,na,na,na,na,na,na,na
1969 Mar,27.072,26.697,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,57.531,25.741,na,na,38.58,na,na,21.839,na,na,20.455,na,na,na,131.831,51.022,na,na,na,17.934,na,na,21.078,na,na,na,na,na,na,na
1969 Apr,26.974,26.518,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,57.796,25.741,na,na,38.583,na,na,21.839,na,na,20.455,na,na,na,131.831,51.022,na,na,na,17.934,na,na,21.078,na,na,na,na,na,na,na
1969 May,27.236,26.905,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,57.823,25.955,na,na,38.583,na,na,21.839,na,na,20.455,na,na,na,131.831,51.022,na,na,na,17.934,na,na,21.112,na,na,na,na,na,na,na
1969 Jun,27.098,26.676,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,57.517,26.017,na,na,38.546,na,na,21.839,na,na,20.455,na,na,na,131.831,51.022,na,na,na,17.934,na,na,21.081,na,na,na,na,na,na,na
1969 Jul,27.019,26.519,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,57.924,26.017,na,na,38.561,na,na,21.839,na,na,20.455,na,na,na,131.831,51.022,na,na,na,17.934,na,na,21.092,na,na,na,na,na,na,na
1969 Aug,27.146,26.733,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,57.632,26.064,na,na,38.741,na,na,21.839,na,na,20.455,na,na,na,131.831,51.022,na,na,na,17.934,na,na,21.095,na,na,na,na,na,na,na
1969 Sep,27.176,26.763,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,58.069,26.064,na,na,38.697,na,na,21.839,na,na,20.455,na,na,na,131.831,51.022,na,na,na,17.934,na,na,21.098,na,na,na,na,na,na,na
1969 Oct,26.982,26.427,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,57.94,26.064,na,na,39.126,na,na,21.839,na,na,20.455,na,na,na,131.831,51.022,na,na,na,17.934,na,na,21.092,na,na,na,na,na,na,na
1969 Nov,27.255,26.905,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,57.928,26.042,na,na,39.326,na,na,21.839,na,na,20.455,na,na,na,131.831,51.022,na,na,na,17.934,na,na,21.042,na,na,na,na,na,na,na
