,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
Variables,All Items,Food,Food Excl Food Servicing Services,Bread & Cereals,Meat,Fish & Seafood,"Milk, Cheese & Eggs",Oils & Fats,Fruits,Vegetables,"Sugar, Preserves & Confectionery",Non-alcoholic Beverages,Other Food,Food Servicing Services,Restaurant Food,Fast Food,Hawker Food (Incl. Food Courts),Catered Food,Clothing & Footwear,Housing & Utilities,Accommodation,Fuel & Utilities,Household Durables And Services,Household Durables,Household Services & Supplies,Health Care,"Medical Products, Appliances & Equipment",Medical & Dental Treatment,Transport,Private Road Transport,Public Road Transport,Other Travel & Transport,Communication,Recreation & Culture,Recreation & Entertainment,"Newspapers, Books & Stationery",Holiday Expenses,Education,Tuition & Other Fees,School Textbooks & Related Study Guides,Miscellaneous Goods & Services,Personal Care,Alcoholic Drinks & Tobacco,Personal Effects,Other Miscellaneous Expenditure,All Items Less Imputed Rentals On Owner-occupied Accommodation,All Items Less Accommodation,MAS Core Inflation Measure
1979 Sep,47.925,51.071,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,84.187,40.62,na,na,65.495,na,na,32.013,na,na,39.905,na,na,na,137.22,66.125,na,na,na,22.693,na,na,34.353,na,na,na,na,na,na,na
1979 Oct,47.936,51.018,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,83.886,40.644,na,na,65.73,na,na,32.045,na,na,39.909,na,na,na,137.22,66.675,na,na,na,22.737,na,na,34.389,na,na,na,na,na,na,na
1979 Nov,48.348,51.863,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,83.45,40.794,na,na,65.805,na,na,32.079,na,na,39.927,na,na,na,137.22,66.664,na,na,na,22.842,na,na,34.453,na,na,na,na,na,na,na
1979 Dec,48.71,52.592,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,84.083,40.806,na,na,66.131,na,na,32.121,na,na,39.927,na,na,na,137.22,66.675,na,na,na,22.842,na,na,34.47,na,na,na,na,na,na,na
1980 Jan,48.765,52.207,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,84.206,40.886,na,na,66.117,na,na,32.443,na,na,40.427,na,na,na,137.22,66.769,na,na,na,24.186,na,na,35.258,na,na,na,na,na,na,na
1980 Feb,49.531,53.644,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,84.067,40.978,na,na,66.227,na,na,32.554,na,na,40.752,na,na,na,137.22,66.945,na,na,na,24.306,na,na,35.667,na,na,na,na,na,na,na
1980 Mar,50.059,53.309,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,84.583,44.138,na,na,66.536,na,na,32.654,na,na,41.434,na,na,na,137.22,67.043,na,na,na,24.306,na,na,36.332,na,na,na,na,na,na,na
1980 Apr,50.275,53.671,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,83.739,44.315,na,na,66.709,na,na,33.18,na,na,41.431,na,na,na,137.22,67.035,na,na,na,24.333,na,na,36.614,na,na,na,na,na,na,na
1980 May,50.248,53.556,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,83.739,44.37,na,na,66.796,na,na,33.229,na,na,41.41,na,na,na,137.22,67.166,na,na,na,24.361,na,na,36.709,na,na,na,na,na,na,na
1980 Jun,50.382,53.709,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,83.897,44.46,na,na,67.019,na,na,33.243,na,na,41.585,na,na,na,137.22,67.17,na,na,na,24.39,na,na,36.855,na,na,na,na,na,na,na
1980 Jul,50.82,54.12,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,84.541,44.514,na,na,69.807,na,na,33.828,na,na,41.812,na,na,na,137.22,68.344,na,na,na,24.448,na,na,37.312,na,na,na,na,na,na,na
1980 Aug,51.207,54.507,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,84.719,45.271,na,na,69.901,na,na,33.895,na,na,42.28,na,na,na,137.22,68.392,na,na,na,24.525,na,na,37.433,na,na,na,na,na,na,na
1980 Sep,51.081,54.094,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,84.924,45.269,na,na,70.038,na,na,33.92,na,na,42.281,na,na,na,137.22,68.441,na,na,na,24.567,na,na,37.963,na,na,na,na,na,na,na
1980 Oct,51.252,54.284,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,85.538,45.269,na,na,70.137,na,na,33.999,na,na,42.279,na,na,na,137.22,69.256,na,na,na,24.595,na,na,38.259,na,na,na,na,na,na,na
1980 Nov,51.588,54.981,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,84.937,45.365,na,na,70.217,na,na,34.001,na,na,42.286,na,na,na,137.22,69.335,na,na,na,24.714,na,na,38.338,na,na,na,na,na,na,na
1980 Dec,51.633,54.992,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,85.057,45.365,na,na,70.53,na,na,34.277,na,na,42.389,na,na,na,137.22,69.36,na,na,na,24.714,na,na,38.399,na,na,na,na,na,na,na
1981 Jan,51.786,54.958,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,85.827,45.405,na,na,70.823,na,na,34.634,na,na,42.774,na,na,na,137.22,70.041,na,na,na,25.049,na,na,38.67,na,na,na,na,na,na,na
1981 Feb,52.405,56.077,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,85.808,45.438,na,na,70.809,na,na,34.873,na,na,43.08,na,na,na,137.22,70.304,na,na,na,26.023,na,na,38.689,na,na,na,na,na,na,na
1981 Mar,52.525,56.301,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,83.953,45.491,na,na,70.791,na,na,34.956,na,na,43.453,na,na,na,137.22,70.367,na,na,na,26.023,na,na,38.669,na,na,na,na,na,na,na
1981 Apr,53.586,56.844,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,85.797,45.49,na,na,71.113,na,na,35.022,na,na,47.11,na,na,na,137.22,75.23,na,na,na,26.023,na,na,38.874,na,na,na,na,na,na,na
1981 May,54.275,58.043,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,85.96,45.582,na,na,71.113,na,na,35.156,na,na,47.493,na,na,na,137.22,75.328,na,na,na,26.051,na,na,39.549,na,na,na,na,na,na,na
1981 Jun,54.64,58.704,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,85.66,45.577,na,na,70.962,na,na,35.359,na,na,47.493,na,na,na,137.22,75.424,na,na,na,26.079,na,na,40.286,na,na,na,na,na,na,na
1981 Jul,55.46,59.961,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,86.099,46.949,na,na,70.531,na,na,35.811,na,na,47.549,na,na,na,137.22,75.454,na,na,na,26.079,na,na,40.443,na,na,na,na,na,na,na
1981 Aug,56.193,61.551,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,86.262,46.948,na,na,70.453,na,na,35.823,na,na,47.509,na,na,na,137.22,75.396,na,na,na,26.127,na,na,40.589,na,na,na,na,na,na,na
1981 Sep,56.092,61.033,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,86.525,47.713,na,na,70.871,na,na,35.941,na,na,47.509,na,na,na,137.22,75.119,na,na,na,26.145,na,na,40.647,na,na,na,na,na,na,na
1981 Oct,56.112,61.035,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,86.669,47.712,na,na,71.005,na,na,36.037,na,na,47.551,na,na,na,137.22,75.087,na,na,na,26.162,na,na,40.686,na,na,na,na,na,na,na
1981 Nov,56.486,61.762,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,86.813,47.87,na,na,71.119,na,na,36.223,na,na,47.551,na,na,na,137.22,75.137,na,na,na,26.253,na,na,40.687,na,na,na,na,na,na,na
1981 Dec,56.975,62.792,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,86.872,47.87,na,na,71.279,na,na,36.523,na,na,47.57,na,na,na,137.22,75.053,na,na,na,26.253,na,na,40.769,na,na,na,na,na,na,na
1982 Jan,57.535,63.947,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,87.319,47.869,na,na,71.497,na,na,36.615,na,na,47.619,na,na,na,137.22,74.918,na,na,na,26.498,na,na,40.802,na,na,na,na,na,na,na
1982 Feb,57.094,62.732,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,87.196,47.868,na,na,71.923,na,na,36.667,na,na,47.572,na,na,na,137.22,74.971,na,na,na,26.498,na,na,41.975,na,na,na,na,na,na,na
1982 Mar,56.486,61.422,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,86.176,47.817,na,na,72.334,na,na,36.678,na,na,47.536,na,na,na,137.22,75.299,na,na,na,26.498,na,na,41.965,na,na,na,na,na,na,na
1982 Apr,56.506,61.425,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,86.176,47.81,na,na,72.452,na,na,36.834,na,na,47.536,na,na,na,137.22,75.352,na,na,na,26.498,na,na,42.082,na,na,na,na,na,na,na
1982 May,56.541,61.448,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,86.738,48.117,na,na,72.444,na,na,37.102,na,na,47.398,na,na,na,137.22,74.73,na,na,na,26.498,na,na,42.11,na,na,na,na,na,na,na
1982 Jun,56.69,61.808,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,86.375,48.117,na,na,72.396,na,na,37.109,na,na,47.398,na,na,na,137.22,74.571,na,na,na,26.498,na,na,42.145,na,na,na,na,na,na,na
1982 Jul,56.54,61.37,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,86.832,48.192,na,na,72.506,na,na,37.952,na,na,47.39,na,na,na,137.22,74.549,na,na,na,26.498,na,na,42.166,na,na,na,na,na,na,na
1982 Aug,56.774,61.836,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,86.108,48.419,na,na,72.476,na,na,37.945,na,na,47.473,na,na,na,137.22,74.398,na,na,na,26.498,na,na,42.181,na,na,na,na,na,na,na
1982 Sep,56.868,62.02,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,86.034,48.42,na,na,72.191,na,na,37.965,na,na,47.473,na,na,na,137.22,74.847,na,na,na,26.498,na,na,42.173,na,na,na,na,na,na,na
1982 Oct,56.714,61.461,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,86.004,48.422,na,na,72.31,na,na,37.989,na,na,48.13,na,na,na,137.22,74.926,na,na,na,26.498,na,na,42.171,na,na,na,na,na,na,na
1982 Nov,57.063,62.105,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,85.782,48.809,na,na,72.539,na,na,37.987,na,na,48.13,na,na,na,137.22,74.895,na,na,na,26.498,na,na,42.126,na,na,na,na,na,na,na
1982 Dec,57.445,62.858,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,85.94,48.814,na,na,72.618,na,na,38.154,na,na,48.312,na,na,na,137.22,74.905,na,na,na,26.498,na,na,42.137,na,na,na,na,na,na,na
1983 Jan,57.263,62.147,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,86.357,48.763,na,na,73.162,na,na,39.915,na,na,48.32,na,na,na,137.22,75.118,na,na,na,27.202,na,na,42.329,na,na,na,na,na,na,na
1983 Feb,57.379,62.007,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,86.466,48.807,na,na,73.165,na,na,39.949,na,na,48.312,na,na,na,137.22,75.114,na,na,na,27.202,na,na,44.298,na,na,na,na,na,na,na
1983 Mar,57.317,61.735,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,86.603,49.092,na,na,72.916,na,na,39.95,na,na,48.312,na,na,na,137.22,75.28,na,na,na,27.202,na,na,44.315,na,na,na,na,na,na,na
1983 Apr,57.241,61.778,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,86.555,49.072,na,na,72.881,na,na,40.194,na,na,47.58,na,na,na,137.22,75.396,na,na,na,27.246,na,na,44.337,na,na,na,na,na,na,na
1983 May,57.442,62.607,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,86.492,48.188,na,na,73.014,na,na,40.236,na,na,47.585,na,na,na,137.22,75.15,na,na,na,27.246,na,na,44.386,na,na,na,na,na,na,na
1983 Jun,57.074,61.744,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,86.081,48.274,na,na,72.916,na,na,40.25,na,na,47.59,na,na,na,137.22,75.034,na,na,na,27.246,na,na,44.371,na,na,na,na,na,na,na
1983 Jul,57.288,62.149,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,86.157,48.425,na,na,73.262,na,na,40.528,na,na,47.638,na,na,na,137.22,74.921,na,na,na,27.246,na,na,44.355,na,na,na,na,na,na,na
1983 Aug,57.329,62.274,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,86.06,48.473,na,na,73.145,na,na,40.528,na,na,47.647,na,na,na,137.22,74.867,na,na,na,27.254,na,na,44.25,na,na,na,na,na,na,na
1983 Sep,57.538,62.753,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,86.073,48.472,na,na,73.56,na,na,40.529,na,na,47.647,na,na,na,137.22,74.798,na,na,na,27.295,na,na,44.24,na,na,na,na,na,na,na
1983 Oct,57.416,62.328,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,86.402,48.471,na,na,73.26,na,na,40.58,na,na,47.949,na,na,na,137.22,74.864,na,na,na,27.366,na,na,44.22,na,na,na,na,na,na,na
1983 Nov,57.943,62.89,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,86.386,48.383,na,na,73.021,na,na,40.92,na,na,50.02,na,na,na,137.22,74.978,na,na,na,27.396,na,na,44.196,na,na,na,na,na,na,na
1983 Dec,58.102,62.984,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,86.474,49.129,na,na,72.883,na,na,41.035,na,na,50.029,na,na,na,137.22,74.875,na,na,na,27.479,na,na,44.255,na,na,na,na,na,na,na
1984 Jan,58.688,63.643,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,86.499,49.15,na,na,72.93,na,na,44.544,na,na,50.411,na,na,na,137.22,75.967,na,na,na,27.994,na,na,44.852,na,na,na,na,na,na,na
1984 Feb,59.464,65.491,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,86.622,49.154,na,na,72.952,na,na,44.55,na,na,50.411,na,na,na,137.22,76.115,na,na,na,27.994,na,na,44.85,na,na,na,na,na,na,na
1984 Mar,58.876,63.461,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,86.699,49.201,na,na,72.945,na,na,44.636,na,na,50.44,na,na,na,137.22,75.923,na,na,na,28.059,na,na,47.738,na,na,na,na,na,na,na
1984 Apr,58.881,63.379,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,86.495,49.24,na,na,73.053,na,na,44.712,na,na,50.44,na,na,na,137.22,75.894,na,na,na,28.091,na,na,48.148,na,na,na,na,na,na,na
1984 May,58.835,63.257,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,86.408,49.237,na,na,73.057,na,na,44.925,na,na,50.447,na,na,na,137.22,75.865,na,na,na,28.091,na,na,48.172,na,na,na,na,na,na,na
1984 Jun,58.998,63.542,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,86.377,49.242,na,na,73.063,na,na,44.952,na,na,50.448,na,na,na,137.22,75.871,na,na,na,29.147,na,na,48.17,na,na,na,na,na,na,na
1984 Jul,59.163,63.142,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,86.263,51.188,na,na,73.312,na,na,45.627,na,na,50.447,na,na,na,137.22,75.903,na,na,na,29.233,na,na,48.174,na,na,na,na,na,na,na
1984 Aug,59.304,63.523,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,85.836,51.188,na,na,73.371,na,na,45.819,na,na,50.459,na,na,na,137.22,75.715,na,na,na,29.233,na,na,48.181,na,na,na,na,na,na,na
1984 Sep,58.906,62.699,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,85.571,51.158,na,na,73.374,na,na,45.689,na,na,50.242,na,na,na,137.22,75.608,na,na,na,29.245,na,na,48.152,na,na,na,na,na,na,na
1984 Oct,58.878,62.521,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,85.537,51.747,na,na,73.432,na,na,45.633,na,na,50.035,na,na,na,137.22,75.499,na,na,na,29.224,na,na,48.07,na,na,na,na,na,na,na
1984 Nov,58.657,62.079,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,84.891,51.748,na,na,73.416,na,na,45.553,na,na,50.034,na,na,na,137.22,75.369,na,na,na,29.224,na,na,48.025,na,na,na,na,na,na,na
1984 Dec,58.631,62.057,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,84.693,51.748,na,na,73.39,na,na,45.476,na,na,50.034,na,na,na,137.22,75.337,na,na,na,29.237,na,na,47.974,na,na,na,na,na,na,na
1985 Jan,58.895,62.451,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,84.711,51.953,na,na,73.587,na,na,45.862,na,na,50.187,na,na,na,137.22,75.39,na,na,na,29.273,na,na,48.238,na,na,na,na,na,na,na
1985 Feb,59.187,63.173,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,84.657,51.952,na,na,73.635,na,na,45.846,na,na,50.183,na,na,na,137.22,75.334,na,na,na,29.273,na,na,48.233,na,na,na,na,na,na,na
1985 Mar,59.341,62.813,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,84.072,51.95,na,na,73.787,na,na,45.818,na,na,52.377,na,na,na,137.22,75.342,na,na,na,29.157,na,na,48.296,na,na,na,na,na,na,na
1985 Apr,59.227,62.332,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,83.974,51.996,na,na,73.199,na,na,45.87,na,na,53.984,na,na,na,114.856,75.497,na,na,na,29.464,na,na,48.295,na,na,na,na,na,na,na
1985 May,59.215,62.292,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,84.164,51.999,na,na,73.283,na,na,45.808,na,na,53.99,na,na,na,114.856,75.4,na,na,na,29.464,na,na,48.296,na,na,na,na,na,na,na
1985 Jun,59.365,62.366,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,83.955,51.973,na,na,73.331,na,na,45.975,na,na,54.814,na,na,na,114.856,75.308,na,na,na,29.561,na,na,48.359,na,na,na,na,na,na,na
1985 Jul,59.561,62.72,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,83.902,52.283,na,na,73.388,na,na,45.984,na,na,54.838,na,na,na,114.856,75.151,na,na,na,29.662,na,na,48.408,na,na,na,na,na,na,na
1985 Aug,59.63,62.902,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,83.849,52.284,na,na,73.423,na,na,45.775,na,na,54.844,na,na,na,114.856,75.199,na,na,na,29.665,na,na,48.382,na,na,na,na,na,na,na
1985 Sep,59.159,62.449,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,83.497,52.283,na,na,73.363,na,na,45.739,na,na,52.864,na,na,na,114.856,75.599,na,na,na,29.677,na,na,48.352,na,na,na,na,na,na,na
1985 Oct,59.147,62.209,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,83.483,52.501,na,na,73.235,na,na,45.738,na,na,52.801,na,na,na,114.856,76.724,na,na,na,29.772,na,na,48.34,na,na,na,na,na,na,na
1985 Nov,58.996,62.052,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,82.929,51.978,na,na,73.228,na,na,45.678,na,na,52.801,na,na,na,114.856,76.879,na,na,na,29.882,na,na,48.373,na,na,na,na,na,na,na
1985 Dec,59.035,62.101,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,82.588,51.976,na,na,73.184,na,na,45.679,na,na,52.664,na,na,na,114.856,76.735,na,na,na,31.274,na,na,48.41,na,na,na,na,na,na,na
1986 Jan,59.007,62.151,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,82.418,51.79,na,na,73.283,na,na,45.684,na,na,52.444,na,na,na,114.856,76.74,na,na,na,31.47,na,na,48.495,na,na,na,na,na,na,na
1986 Feb,58.851,62.051,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,82.453,51.45,na,na,73.241,na,na,45.738,na,na,52.01,na,na,na,114.856,76.681,na,na,na,31.47,na,na,48.509,na,na,na,na,na,na,na
1986 Mar,58.681,62.172,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,82.269,51.409,na,na,73.212,na,na,45.707,na,na,50.539,na,na,na,114.856,76.789,na,na,na,31.527,na,na,48.523,na,na,na,na,na,na,na
1986 Apr,58.385,61.608,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,82.098,51.354,na,na,73.376,na,na,45.645,na,na,50.163,na,na,na,114.856,76.726,na,na,na,31.653,na,na,48.522,na,na,na,na,na,na,na
1986 May,58.34,61.621,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,82.035,50.605,na,na,73.482,na,na,45.727,na,na,50.712,na,na,na,114.856,76.362,na,na,na,31.653,na,na,48.538,na,na,na,na,na,na,na
1986 Jun,58.254,61.424,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,81.685,50.512,na,na,73.54,na,na,45.739,na,na,50.759,na,na,na,114.856,76.447,na,na,na,31.77,na,na,48.57,na,na,na,na,na,na,na
1986 Jul,58.161,61.158,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,81.861,50.412,na,na,73.61,na,na,45.721,na,na,50.988,na,na,na,114.856,76.236,na,na,na,31.895,na,na,48.536,na,na,na,na,na,na,na
1986 Aug,58.137,60.97,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,81.514,50.925,na,na,73.698,na,na,45.631,na,na,50.885,na,na,na,114.856,76.354,na,na,na,31.895,na,na,48.488,na,na,na,na,na,na,na
1986 Sep,58.374,61.521,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,81.479,50.923,na,na,73.638,na,na,45.59,na,na,50.933,na,na,na,114.856,76.421,na,na,na,31.926,na,na,48.53,na,na,na,na,na,na,na
1986 Oct,58.358,61.455,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,81.587,50.886,na,na,73.548,na,na,45.556,na,na,51.133,na,na,na,114.856,76.162,na,na,na,31.966,na,na,48.542,na,na,na,na,na,na,na
1986 Nov,58.177,61.227,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,81.647,50.332,na,na,73.561,na,na,45.536,na,na,51.07,na,na,na,114.856,76.194,na,na,na,32.022,na,na,48.546,na,na,na,na,na,na,na
1986 Dec,58.221,61.338,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,81.723,50.285,na,na,73.552,na,na,45.516,na,na,51.109,na,na,na,114.856,76.205,na,na,na,32.026,na,na,48.513,na,na,na,na,na,na,na
1987 Jan,58.593,62.233,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,81.791,50.149,na,na,73.582,na,na,45.465,na,na,51.082,na,na,na,115.185,76.492,na,na,na,32.135,na,na,48.549,na,na,na,na,na,na,na
1987 Feb,58.227,61.442,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,81.79,49.911,na,na,73.606,na,na,45.465,na,na,51.111,na,na,na,115.185,76.294,na,na,na,32.135,na,na,48.576,na,na,na,na,na,na,na
1987 Mar,58.22,60.766,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,81.724,49.911,na,na,73.632,na,na,45.437,na,na,51.265,na,na,na,115.185,76.155,na,na,na,32.175,na,na,51.696,na,na,na,na,na,na,na
1987 Apr,58.427,61.068,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,81.831,49.881,na,na,73.676,na,na,46.375,na,na,51.606,na,na,na,115.185,76.357,na,na,na,32.095,na,na,51.586,na,na,na,na,na,na,na
1987 May,58.583,61.287,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,81.851,49.931,na,na,73.791,na,na,46.38,na,na,51.848,na,na,na,115.185,76.61,na,na,na,32.095,na,na,51.627,na,na,na,na,na,na,na
1987 Jun,58.618,61.213,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,81.968,49.931,na,na,73.802,na,na,46.397,na,na,51.878,na,na,na,115.185,77.541,na,na,na,32.134,na,na,51.633,na,na,na,na,na,na,na
1987 Jul,58.858,61.595,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,81.898,49.91,na,na,74.178,na,na,46.38,na,na,51.929,na,na,na,115.185,77.905,na,na,na,33.202,na,na,51.665,na,na,na,na,na,na,na
1987 Aug,58.932,61.568,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,82.235,50.393,na,na,74.079,na,na,46.411,na,na,51.93,na,na,na,115.185,77.849,na,na,na,33.217,na,na,51.701,na,na,na,na,na,na,na
1987 Sep,58.898,61.514,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,82.289,50.385,na,na,74.119,na,na,46.416,na,na,51.803,na,na,na,115.185,77.974,na,na,na,33.217,na,na,51.671,na,na,na,na,na,na,na
1987 Oct,58.881,61.406,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,82.843,50.381,na,na,74.199,na,na,46.429,na,na,51.798,na,na,na,115.185,78.104,na,na,na,33.217,na,na,51.634,na,na,na,na,na,na,na
1987 Nov,58.983,61.582,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,82.95,50.381,na,na,74.201,na,na,46.47,na,na,51.809,na,na,na,115.185,78.294,na,na,na,33.389,na,na,51.682,na,na,na,na,na,na,na
1987 Dec,59.11,61.858,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,83.35,50.381,na,na,74.26,na,na,46.47,na,na,51.667,na,na,na,115.185,78.471,na,na,na,33.502,na,na,51.703,na,na,na,na,na,na,na
1988 Jan,59.025,61.39,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,83.704,50.402,na,na,74.546,na,na,46.557,na,na,51.736,na,na,na,115.185,79.085,na,na,na,34.178,na,na,51.748,na,na,na,na,na,na,na
1988 Feb,59.479,62.496,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,83.94,49.925,na,na,74.6,na,na,46.616,na,na,52.024,na,na,na,115.185,79.288,na,na,na,34.178,na,na,51.821,na,na,na,na,na,na,na
1988 Mar,59.325,61.954,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,84.819,49.931,na,na,74.595,na,na,46.647,na,na,52.153,na,na,na,115.185,79.364,na,na,na,34.293,na,na,51.891,na,na,na,na,na,na,na
1988 Apr,59.343,61.889,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,85.139,49.95,na,na,74.38,na,na,46.884,na,na,52.164,na,na,na,115.185,79.327,na,na,na,34.847,na,na,51.976,na,na,na,na,na,na,na
1988 May,59.532,62.212,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,85.194,49.953,na,na,74.749,na,na,46.922,na,na,52.33,na,na,na,115.185,79.362,na,na,na,34.847,na,na,52.12,na,na,na,na,na,na,na
1988 Jun,59.466,61.989,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,85.246,49.954,na,na,74.731,na,na,47.075,na,na,52.449,na,na,na,115.185,79.545,na,na,na,34.886,na,na,52.006,na,na,na,na,na,na,na
1988 Jul,59.811,62.768,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,85.246,50.233,na,na,74.825,na,na,47.251,na,na,52.224,na,na,na,115.185,79.583,na,na,na,34.982,na,na,51.999,na,na,na,na,na,na,na
